Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Panama,PAN,"Population, male",SP.POP.TOTL.MA.IN,2233572
Panama,PAN,Rural population,SP.RUR.TOTL,1362230
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Papua New Guinea,PNG,"Population ages 80 and above, male",SP.POP.80UP.MA,15777
Papua New Guinea,PNG,"Population ages 80 and above, female",SP.POP.80UP.FE,17902
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,10329931
Papua New Guinea,PNG,Urban population,SP.URB.TOTL,1417576
Papua New Guinea,PNG,"Population, female",SP.POP.TOTL.FE.IN,5006583
Papua New Guinea,PNG,"Population, male",SP.POP.TOTL.MA.IN,5323347
Papua New Guinea,PNG,Rural population,SP.RUR.TOTL,8912355
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Paraguay,PRY,"Population ages 80 and above, male",SP.POP.80UP.MA,31911
Paraguay,PRY,"Population ages 80 and above, female",SP.POP.80UP.FE,46549
Paraguay,PRY,"Population, total",SP.POP.TOTL,6861524
Paraguay,PRY,Urban population,SP.URB.TOTL,4332984
Paraguay,PRY,"Population, female",SP.POP.TOTL.FE.IN,3420122
Paraguay,PRY,"Population, male",SP.POP.TOTL.MA.IN,3441402
Paraguay,PRY,Rural population,SP.RUR.TOTL,2528540
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Peru,PER,"Population ages 80 and above, male",SP.POP.80UP.MA,241916
Peru,PER,"Population ages 80 and above, female",SP.POP.80UP.FE,322745
Peru,PER,"Population, total",SP.POP.TOTL,34352719
Peru,PER,Urban population,SP.URB.TOTL,27111853
Peru,PER,"Population, female",SP.POP.TOTL.FE.IN,17347601
Peru,PER,"Population, male",SP.POP.TOTL.MA.IN,17005118
Peru,PER,Rural population,SP.RUR.TOTL,7240866
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Philippines,PHL,"Population ages 80 and above, male",SP.POP.80UP.MA,291659
Philippines,PHL,"Population ages 80 and above, female",SP.POP.80UP.FE,518348
Philippines,PHL,"Population, total",SP.POP.TOTL,117337368
Philippines,PHL,Urban population,SP.URB.TOTL,56658695
Philippines,PHL,"Population, female",SP.POP.TOTL.FE.IN,57743514
Philippines,PHL,"Population, male",SP.POP.TOTL.MA.IN,59593853
Philippines,PHL,Rural population,SP.RUR.TOTL,60678673
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Poland,POL,"Population ages 80 and above, male",SP.POP.80UP.MA,446895
Poland,POL,"Population ages 80 and above, female",SP.POP.80UP.FE,984652
Poland,POL,"Population, total",SP.POP.TOTL,35885420
Poland,POL,Urban population,SP.URB.TOTL,21609482
Poland,POL,"Population, female",SP.POP.TOTL.FE.IN,18496881
Poland,POL,"Population, male",SP.POP.TOTL.MA.IN,17388539
Poland,POL,Rural population,SP.RUR.TOTL,14275938
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Portugal,PRT,"Population ages 80 and above, male",SP.POP.80UP.MA,255386
Portugal,PRT,"Population ages 80 and above, female",SP.POP.80UP.FE,451833
Portugal,PRT,"Population, total",SP.POP.TOTL,10382854
Portugal,PRT,Urban population,SP.URB.TOTL,7050581
Portugal,PRT,"Population, female",SP.POP.TOTL.FE.IN,5482251
Portugal,PRT,"Population, male",SP.POP.TOTL.MA.IN,4900603
Portugal,PRT,Rural population,SP.RUR.TOTL,3332273
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Post-demographic dividend,PST,"Population ages 80 and above, male",SP.POP.80UP.MA,24856361
Post-demographic dividend,PST,"Population ages 80 and above, female",SP.POP.80UP.FE,40207278
Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,1116310119
Post-demographic dividend,PST,Urban population,SP.URB.TOTL,918560193
Post-demographic dividend,PST,"Population, female",SP.POP.TOTL.FE.IN,568543888
Post-demographic dividend,PST,"Population, male",SP.POP.TOTL.MA.IN,547766228
Post-demographic dividend,PST,Rural population,SP.RUR.TOTL,197749926
Post-demographic dividend,PST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Pre-demographic dividend,PRE,"Population ages 80 and above, male",SP.POP.80UP.MA,1401817
Pre-demographic dividend,PRE,"Population ages 80 and above, female",SP.POP.80UP.FE,2113216
Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,1065710613
Pre-demographic dividend,PRE,Urban population,SP.URB.TOTL,470493927
Pre-demographic dividend,PRE,"Population, female",SP.POP.TOTL.FE.IN,533422205
Pre-demographic dividend,PRE,"Population, male",SP.POP.TOTL.MA.IN,532288410
Pre-demographic dividend,PRE,Rural population,SP.RUR.TOTL,595216686
Pre-demographic dividend,PRE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Puerto Rico,PRI,"Population ages 80 and above, male",SP.POP.80UP.MA,78340
Puerto Rico,PRI,"Population ages 80 and above, female",SP.POP.80UP.FE,119978
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3229412
Puerto Rico,PRI,Urban population,SP.URB.TOTL,3023828
Puerto Rico,PRI,"Population, female",SP.POP.TOTL.FE.IN,1708008
Puerto Rico,PRI,"Population, male",SP.POP.TOTL.MA.IN,1521403
Puerto Rico,PRI,Rural population,SP.RUR.TOTL,205584
Puerto Rico,PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Qatar,QAT,"Population ages 80 and above, male",SP.POP.80UP.MA,2252
Qatar,QAT,"Population ages 80 and above, female",SP.POP.80UP.FE,2150
Qatar,QAT,"Population, total",SP.POP.TOTL,2716391
Qatar,QAT,Urban population,SP.URB.TOTL,2698843
Qatar,QAT,"Population, female",SP.POP.TOTL.FE.IN,751956
Qatar,QAT,"Population, male",SP.POP.TOTL.MA.IN,1964435
Qatar,QAT,Rural population,SP.RUR.TOTL,17548
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Romania,ROU,"Population ages 80 and above, male",SP.POP.80UP.MA,258155
Romania,ROU,"Population ages 80 and above, female",SP.POP.80UP.FE,532092
Romania,ROU,"Population, total",SP.POP.TOTL,18714814
Romania,ROU,Urban population,SP.URB.TOTL,10231763
Romania,ROU,"Population, female",SP.POP.TOTL.FE.IN,9657600
Romania,ROU,"Population, male",SP.POP.TOTL.MA.IN,9057214
Romania,ROU,Rural population,SP.RUR.TOTL,8483051
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Russian Federation,RUS,"Population ages 80 and above, male",SP.POP.80UP.MA,1185032
Russian Federation,RUS,"Population ages 80 and above, female",SP.POP.80UP.FE,3811015
Russian Federation,RUS,"Population, total",SP.POP.TOTL,143715712
Russian Federation,RUS,Urban population,SP.URB.TOTL,108262483
Russian Federation,RUS,"Population, female",SP.POP.TOTL.FE.IN,76966496
Russian Federation,RUS,"Population, male",SP.POP.TOTL.MA.IN,66749216
Russian Federation,RUS,Rural population,SP.RUR.TOTL,35453229
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Rwanda,RWA,"Population ages 80 and above, male",SP.POP.80UP.MA,20409
Rwanda,RWA,"Population ages 80 and above, female",SP.POP.80UP.FE,39078
Rwanda,RWA,"Population, total",SP.POP.TOTL,14094683
Rwanda,RWA,Urban population,SP.URB.TOTL,2521821
Rwanda,RWA,"Population, female",SP.POP.TOTL.FE.IN,7193422
Rwanda,RWA,"Population, male",SP.POP.TOTL.MA.IN,6901261
Rwanda,RWA,Rural population,SP.RUR.TOTL,11572862
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Samoa,WSM,"Population ages 80 and above, male",SP.POP.80UP.MA,653
Samoa,WSM,"Population ages 80 and above, female",SP.POP.80UP.FE,1193
Samoa,WSM,"Population, total",SP.POP.TOTL,225681
Samoa,WSM,Urban population,SP.URB.TOTL,39512
Samoa,WSM,"Population, female",SP.POP.TOTL.FE.IN,110622
Samoa,WSM,"Population, male",SP.POP.TOTL.MA.IN,115059
Samoa,WSM,Rural population,SP.RUR.TOTL,186169
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
San Marino,SMR,"Population ages 80 and above, male",SP.POP.80UP.MA,790
San Marino,SMR,"Population ages 80 and above, female",SP.POP.80UP.FE,1154
San Marino,SMR,"Population, total",SP.POP.TOTL,33642
San Marino,SMR,Urban population,SP.URB.TOTL,32914
San Marino,SMR,"Population, female",SP.POP.TOTL.FE.IN,17261
San Marino,SMR,"Population, male",SP.POP.TOTL.MA.IN,16381
San Marino,SMR,Rural population,SP.RUR.TOTL,728
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Sao Tome and Principe,STP,"Population ages 80 and above, male",SP.POP.80UP.MA,586
Sao Tome and Principe,STP,"Population ages 80 and above, female",SP.POP.80UP.FE,1069
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,231856
Sao Tome and Principe,STP,Urban population,SP.URB.TOTL,177140
Sao Tome and Principe,STP,"Population, female",SP.POP.TOTL.FE.IN,116254
Sao Tome and Principe,STP,"Population, male",SP.POP.TOTL.MA.IN,115601
Sao Tome and Principe,STP,Rural population,SP.RUR.TOTL,54716
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Saudi Arabia,SAU,"Population ages 80 and above, male",SP.POP.80UP.MA,81827
Saudi Arabia,SAU,"Population ages 80 and above, female",SP.POP.80UP.FE,90419
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,36947025
Saudi Arabia,SAU,Urban population,SP.URB.TOTL,31386498
Saudi Arabia,SAU,"Population, female",SP.POP.TOTL.FE.IN,15700888
Saudi Arabia,SAU,"Population, male",SP.POP.TOTL.MA.IN,21246137
Saudi Arabia,SAU,Rural population,SP.RUR.TOTL,5560527
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Senegal,SEN,"Population ages 80 and above, male",SP.POP.80UP.MA,24555
Senegal,SEN,"Population ages 80 and above, female",SP.POP.80UP.FE,41338
Senegal,SEN,"Population, total",SP.POP.TOTL,17763163
Senegal,SEN,Urban population,SP.URB.TOTL,8806799
Senegal,SEN,"Population, female",SP.POP.TOTL.FE.IN,9025674
Senegal,SEN,"Population, male",SP.POP.TOTL.MA.IN,8737489
Senegal,SEN,Rural population,SP.RUR.TOTL,8956364
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Serbia,SRB,"Population ages 80 and above, male",SP.POP.80UP.MA,94654
Serbia,SRB,"Population ages 80 and above, female",SP.POP.80UP.FE,204236
Serbia,SRB,"Population, total",SP.POP.TOTL,6604989
Serbia,SRB,Urban population,SP.URB.TOTL,3772307
Serbia,SRB,"Population, female",SP.POP.TOTL.FE.IN,3438249
Serbia,SRB,"Population, male",SP.POP.TOTL.MA.IN,3166740
Serbia,SRB,Rural population,SP.RUR.TOTL,2832682
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Seychelles,SYC,"Population ages 80 and above, male",SP.POP.80UP.MA,505
Seychelles,SYC,"Population ages 80 and above, female",SP.POP.80UP.FE,1295
Seychelles,SYC,"Population, total",SP.POP.TOTL,120622
Seychelles,SYC,Urban population,SP.URB.TOTL,70950
Seychelles,SYC,"Population, female",SP.POP.TOTL.FE.IN,57237
Seychelles,SYC,"Population, male",SP.POP.TOTL.MA.IN,63386
Seychelles,SYC,Rural population,SP.RUR.TOTL,49672
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Sierra Leone,SLE,"Population ages 80 and above, male",SP.POP.80UP.MA,11973
Sierra Leone,SLE,"Population ages 80 and above, female",SP.POP.80UP.FE,18148
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,8791092
Sierra Leone,SLE,Urban population,SP.URB.TOTL,3894454
Sierra Leone,SLE,"Population, female",SP.POP.TOTL.FE.IN,4385407
Sierra Leone,SLE,"Population, male",SP.POP.TOTL.MA.IN,4405685
Sierra Leone,SLE,Rural population,SP.RUR.TOTL,4896638
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Singapore,SGP,"Population ages 80 and above, male",SP.POP.80UP.MA,53560
Singapore,SGP,"Population ages 80 and above, female",SP.POP.80UP.FE,85693
Singapore,SGP,"Population, total",SP.POP.TOTL,5673743
Singapore,SGP,Urban population,SP.URB.TOTL,5673743
Singapore,SGP,"Population, female",SP.POP.TOTL.FE.IN,2708701
Singapore,SGP,"Population, male",SP.POP.TOTL.MA.IN,2965042
Singapore,SGP,Rural population,SP.RUR.TOTL,0
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Sint Maarten (Dutch part),SXM,"Population ages 80 and above, male",SP.POP.80UP.MA,..
Sint Maarten (Dutch part),SXM,"Population ages 80 and above, female",SP.POP.80UP.FE,..
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,..
Sint Maarten (Dutch part),SXM,Urban population,SP.URB.TOTL,..
Sint Maarten (Dutch part),SXM,"Population, female",SP.POP.TOTL.FE.IN,..
Sint Maarten (Dutch part),SXM,"Population, male",SP.POP.TOTL.MA.IN,..
Sint Maarten (Dutch part),SXM,Rural population,SP.RUR.TOTL,..
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Slovak Republic,SVK,"Population ages 80 and above, male",SP.POP.80UP.MA,55396
Slovak Republic,SVK,"Population ages 80 and above, female",SP.POP.80UP.FE,121827
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5322188
Slovak Republic,SVK,Urban population,SP.URB.TOTL,2875419
Slovak Republic,SVK,"Population, female",SP.POP.TOTL.FE.IN,2720102
Slovak Republic,SVK,"Population, male",SP.POP.TOTL.MA.IN,2602086
Slovak Republic,SVK,Rural population,SP.RUR.TOTL,2446769
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Slovenia,SVN,"Population ages 80 and above, male",SP.POP.80UP.MA,41547
Slovenia,SVN,"Population ages 80 and above, female",SP.POP.80UP.FE,77646
Slovenia,SVN,"Population, total",SP.POP.TOTL,2111064
Slovenia,SVN,Urban population,SP.URB.TOTL,1184054
Slovenia,SVN,"Population, female",SP.POP.TOTL.FE.IN,1049417
Slovenia,SVN,"Population, male",SP.POP.TOTL.MA.IN,1061646
Slovenia,SVN,Rural population,SP.RUR.TOTL,927010
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Small states,SST,"Population ages 80 and above, male",SP.POP.80UP.MA,179864
Small states,SST,"Population ages 80 and above, female",SP.POP.80UP.FE,313953
Small states,SST,"Population, total",SP.POP.TOTL,43801385
Small states,SST,Urban population,SP.URB.TOTL,26472124
Small states,SST,"Population, female",SP.POP.TOTL.FE.IN,21146149
Small states,SST,"Population, male",SP.POP.TOTL.MA.IN,22655234
Small states,SST,Rural population,SP.RUR.TOTL,17329261
Small states,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Solomon Islands,SLB,"Population ages 80 and above, male",SP.POP.80UP.MA,1713
Solomon Islands,SLB,"Population ages 80 and above, female",SP.POP.80UP.FE,1836
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,740424
Solomon Islands,SLB,Urban population,SP.URB.TOTL,192784
Solomon Islands,SLB,"Population, female",SP.POP.TOTL.FE.IN,362553
Solomon Islands,SLB,"Population, male",SP.POP.TOTL.MA.IN,377872
Solomon Islands,SLB,Rural population,SP.RUR.TOTL,547640
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Somalia,SOM,"Population ages 80 and above, male",SP.POP.80UP.MA,18691
Somalia,SOM,"Population ages 80 and above, female",SP.POP.80UP.FE,28110
Somalia,SOM,"Population, total",SP.POP.TOTL,18143378
Somalia,SOM,Urban population,SP.URB.TOTL,8694307
Somalia,SOM,"Population, female",SP.POP.TOTL.FE.IN,9046859
Somalia,SOM,"Population, male",SP.POP.TOTL.MA.IN,9096520
Somalia,SOM,Rural population,SP.RUR.TOTL,9449071
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
South Africa,ZAF,"Population ages 80 and above, male",SP.POP.80UP.MA,172747
South Africa,ZAF,"Population ages 80 and above, female",SP.POP.80UP.FE,448020
South Africa,ZAF,"Population, total",SP.POP.TOTL,60414495
South Africa,ZAF,Urban population,SP.URB.TOTL,41576651
South Africa,ZAF,"Population, female",SP.POP.TOTL.FE.IN,30962518
South Africa,ZAF,"Population, male",SP.POP.TOTL.MA.IN,29451976
South Africa,ZAF,Rural population,SP.RUR.TOTL,18837844
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
South Asia,SAS,"Population ages 80 and above, male",SP.POP.80UP.MA,7928826
South Asia,SAS,"Population ages 80 and above, female",SP.POP.80UP.FE,10788437
South Asia,SAS,"Population, total",SP.POP.TOTL,1938753833
South Asia,SAS,Urban population,SP.URB.TOTL,703971127
South Asia,SAS,"Population, female",SP.POP.TOTL.FE.IN,947419707
South Asia,SAS,"Population, male",SP.POP.TOTL.MA.IN,991334127
South Asia,SAS,Rural population,SP.RUR.TOTL,1234782706
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
South Asia (IDA & IBRD),TSA,"Population ages 80 and above, male",SP.POP.80UP.MA,7928826
South Asia (IDA & IBRD),TSA,"Population ages 80 and above, female",SP.POP.80UP.FE,10788437
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,1938753833
South Asia (IDA & IBRD),TSA,Urban population,SP.URB.TOTL,703971127
South Asia (IDA & IBRD),TSA,"Population, female",SP.POP.TOTL.FE.IN,947419707
South Asia (IDA & IBRD),TSA,"Population, male",SP.POP.TOTL.MA.IN,991334127
South Asia (IDA & IBRD),TSA,Rural population,SP.RUR.TOTL,1234782706
South Asia (IDA & IBRD),TSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
South Sudan,SSD,"Population ages 80 and above, male",SP.POP.80UP.MA,11379
South Sudan,SSD,"Population ages 80 and above, female",SP.POP.80UP.FE,20588
South Sudan,SSD,"Population, total",SP.POP.TOTL,11088796
South Sudan,SSD,Urban population,SP.URB.TOTL,2350270
South Sudan,SSD,"Population, female",SP.POP.TOTL.FE.IN,5594895
South Sudan,SSD,"Population, male",SP.POP.TOTL.MA.IN,5493900
South Sudan,SSD,Rural population,SP.RUR.TOTL,8738526
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Spain,ESP,"Population ages 80 and above, male",SP.POP.80UP.MA,1116431
Spain,ESP,"Population ages 80 and above, female",SP.POP.80UP.FE,1849653
Spain,ESP,"Population, total",SP.POP.TOTL,47732632
Spain,ESP,Urban population,SP.URB.TOTL,38926916
Spain,ESP,"Population, female",SP.POP.TOTL.FE.IN,24335821
Spain,ESP,"Population, male",SP.POP.TOTL.MA.IN,23396811
Spain,ESP,Rural population,SP.RUR.TOTL,8805716
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Sri Lanka,LKA,"Population ages 80 and above, male",SP.POP.80UP.MA,130657
Sri Lanka,LKA,"Population ages 80 and above, female",SP.POP.80UP.FE,287743
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,22241304
Sri Lanka,LKA,Urban population,SP.URB.TOTL,4272777
Sri Lanka,LKA,"Population, female",SP.POP.TOTL.FE.IN,11534405
Sri Lanka,LKA,"Population, male",SP.POP.TOTL.MA.IN,10706899
Sri Lanka,LKA,Rural population,SP.RUR.TOTL,17968527
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
St. Kitts and Nevis,KNA,"Population ages 80 and above, male",SP.POP.80UP.MA,300
St. Kitts and Nevis,KNA,"Population ages 80 and above, female",SP.POP.80UP.FE,517
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,47755
St. Kitts and Nevis,KNA,Urban population,SP.URB.TOTL,14850
St. Kitts and Nevis,KNA,"Population, female",SP.POP.TOTL.FE.IN,24721
St. Kitts and Nevis,KNA,"Population, male",SP.POP.TOTL.MA.IN,23034
St. Kitts and Nevis,KNA,Rural population,SP.RUR.TOTL,32905
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
St. Lucia,LCA,"Population ages 80 and above, male",SP.POP.80UP.MA,1025
St. Lucia,LCA,"Population ages 80 and above, female",SP.POP.80UP.FE,1822
St. Lucia,LCA,"Population, total",SP.POP.TOTL,180251
St. Lucia,LCA,Urban population,SP.URB.TOTL,34558
St. Lucia,LCA,"Population, female",SP.POP.TOTL.FE.IN,91192
St. Lucia,LCA,"Population, male",SP.POP.TOTL.MA.IN,89058
St. Lucia,LCA,Rural population,SP.RUR.TOTL,145693
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
St. Martin (French part),MAF,"Population ages 80 and above, male",SP.POP.80UP.MA,..
St. Martin (French part),MAF,"Population ages 80 and above, female",SP.POP.80UP.FE,..
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,..
St. Martin (French part),MAF,Urban population,SP.URB.TOTL,..
St. Martin (French part),MAF,"Population, female",SP.POP.TOTL.FE.IN,..
St. Martin (French part),MAF,"Population, male",SP.POP.TOTL.MA.IN,..
St. Martin (French part),MAF,Rural population,SP.RUR.TOTL,..
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
St. Vincent and the Grenadines,VCT,"Population ages 80 and above, male",SP.POP.80UP.MA,1047
St. Vincent and the Grenadines,VCT,"Population ages 80 and above, female",SP.POP.80UP.FE,1264
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,103698
St. Vincent and the Grenadines,VCT,Urban population,SP.URB.TOTL,56307
St. Vincent and the Grenadines,VCT,"Population, female",SP.POP.TOTL.FE.IN,50986
St. Vincent and the Grenadines,VCT,"Population, male",SP.POP.TOTL.MA.IN,52713
St. Vincent and the Grenadines,VCT,Rural population,SP.RUR.TOTL,47391
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Sub-Saharan Africa,SSF,"Population ages 80 and above, male",SP.POP.80UP.MA,1807713
Sub-Saharan Africa,SSF,"Population ages 80 and above, female",SP.POP.80UP.FE,2903484
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,1241901564
Sub-Saharan Africa,SSF,Urban population,SP.URB.TOTL,532902983
Sub-Saharan Africa,SSF,"Population, female",SP.POP.TOTL.FE.IN,622973266
Sub-Saharan Africa,SSF,"Population, male",SP.POP.TOTL.MA.IN,618928298
Sub-Saharan Africa,SSF,Rural population,SP.RUR.TOTL,708998581
Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Sub-Saharan Africa (excluding high income),SSA,"Population ages 80 and above, male",SP.POP.80UP.MA,1807208
Sub-Saharan Africa (excluding high income),SSA,"Population ages 80 and above, female",SP.POP.80UP.FE,2902189
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,1241780942
Sub-Saharan Africa (excluding high income),SSA,Urban population,SP.URB.TOTL,532832033
Sub-Saharan Africa (excluding high income),SSA,"Population, female",SP.POP.TOTL.FE.IN,622916029
Sub-Saharan Africa (excluding high income),SSA,"Population, male",SP.POP.TOTL.MA.IN,618864912
Sub-Saharan Africa (excluding high income),SSA,Rural population,SP.RUR.TOTL,708948909
Sub-Saharan Africa (excluding high income),SSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population ages 80 and above, male",SP.POP.80UP.MA,1807713
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population ages 80 and above, female",SP.POP.80UP.FE,2903484
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,1241901564
Sub-Saharan Africa (IDA & IBRD countries),TSS,Urban population,SP.URB.TOTL,532902983
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, female",SP.POP.TOTL.FE.IN,622973266
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, male",SP.POP.TOTL.MA.IN,618928298
Sub-Saharan Africa (IDA & IBRD countries),TSS,Rural population,SP.RUR.TOTL,708998581
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Sudan,SDN,"Population ages 80 and above, male",SP.POP.80UP.MA,69117
Sudan,SDN,"Population ages 80 and above, female",SP.POP.80UP.FE,87509
Sudan,SDN,"Population, total",SP.POP.TOTL,48109006
Sudan,SDN,Urban population,SP.URB.TOTL,17483775
Sudan,SDN,"Population, female",SP.POP.TOTL.FE.IN,24074537
Sudan,SDN,"Population, male",SP.POP.TOTL.MA.IN,24034469
Sudan,SDN,Rural population,SP.RUR.TOTL,30625231
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Suriname,SUR,"Population ages 80 and above, male",SP.POP.80UP.MA,2963
Suriname,SUR,"Population ages 80 and above, female",SP.POP.80UP.FE,5773
Suriname,SUR,"Population, total",SP.POP.TOTL,623236
Suriname,SUR,Urban population,SP.URB.TOTL,413897
Suriname,SUR,"Population, female",SP.POP.TOTL.FE.IN,313329
Suriname,SUR,"Population, male",SP.POP.TOTL.MA.IN,309907
Suriname,SUR,Rural population,SP.RUR.TOTL,209339
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Sweden,SWE,"Population ages 80 and above, male",SP.POP.80UP.MA,249596
Sweden,SWE,"Population ages 80 and above, female",SP.POP.80UP.FE,346159
Sweden,SWE,"Population, total",SP.POP.TOTL,10544776
Sweden,SWE,Urban population,SP.URB.TOTL,9357223
Sweden,SWE,"Population, female",SP.POP.TOTL.FE.IN,5228840
Sweden,SWE,"Population, male",SP.POP.TOTL.MA.IN,5315935
Sweden,SWE,Rural population,SP.RUR.TOTL,1187553
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Switzerland,CHE,"Population ages 80 and above, male",SP.POP.80UP.MA,198843
Switzerland,CHE,"Population ages 80 and above, female",SP.POP.80UP.FE,302199
Switzerland,CHE,"Population, total",SP.POP.TOTL,8827979
Switzerland,CHE,Urban population,SP.URB.TOTL,6550537
Switzerland,CHE,"Population, female",SP.POP.TOTL.FE.IN,4441737
Switzerland,CHE,"Population, male",SP.POP.TOTL.MA.IN,4386242
Switzerland,CHE,Rural population,SP.RUR.TOTL,2277442
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Syrian Arab Republic,SYR,"Population ages 80 and above, male",SP.POP.80UP.MA,56099
Syrian Arab Republic,SYR,"Population ages 80 and above, female",SP.POP.80UP.FE,96728
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,23227014
Syrian Arab Republic,SYR,Urban population,SP.URB.TOTL,13334396
Syrian Arab Republic,SYR,"Population, female",SP.POP.TOTL.FE.IN,11601649
Syrian Arab Republic,SYR,"Population, male",SP.POP.TOTL.MA.IN,11625364
Syrian Arab Republic,SYR,Rural population,SP.RUR.TOTL,9892618
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Tajikistan,TJK,"Population ages 80 and above, male",SP.POP.80UP.MA,21072
Tajikistan,TJK,"Population ages 80 and above, female",SP.POP.80UP.FE,25184
Tajikistan,TJK,"Population, total",SP.POP.TOTL,10143543
Tajikistan,TJK,Urban population,SP.URB.TOTL,2863928
